Data,Control
-0.238972896,0
-0.24328073,0
-0.247518411,0
-0.251684716,0
-0.255778443,0
-0.259798412,0
-0.263743464,0
-0.267612461,0
-0.271404288,0
-0.275117851,0
-0.278752079,0
-0.282305925,0
-0.285778363,0
-0.289168392,0
-0.292475034,0
-0.295697337,0
-0.29883437,0
-0.30188523,0
-0.304849036,0
-0.307724934,0
-0.310512094,0
-0.313209713,0
-0.315817013,0
-0.318333241,0
-0.320757673,0
-0.32308961,0
-0.325328378,0
-0.327473332,0
-0.329523854,0
-0.331479353,0
-0.333339264,0
-0.335103051,0
-0.336770205,0
-0.338340247,0
-0.339812722,0
-0.341187207,0
-0.342463305,0
-0.343640647,0
-0.344718896,0
-0.345697739,0
-0.346576895,0
-0.347356109,0
-0.348035157,0
-0.348613844,0
-0.349092002,0
-0.349469494,0
-0.349746211,0
-0.349922072,0
-0.349997028,0
-0.349971056,0
-0.349844165,0
-0.34961639,0
-0.349287797,0
-0.348858482,0
-0.348328567,0
-0.347698207,0
-0.346967581,0
-0.346136902,0
-0.345206409,0
-0.34417637,0
-0.343047081,0
-0.34181887,0
-0.340492089,0
-0.339067122,0
-0.337544379,0
-0.3359243,0
-0.334207352,0
-0.332394029,0
-0.330484855,0
-0.328480381,0
-0.326381183,0
-0.324187869,0
-0.321901069,0
-0.319521444,0
-0.317049679,0
-0.314486488,0
-0.31183261,0
-0.30908881,0
-0.306255879,0
-0.303334634,0
-0.300325917,0
-0.297230596,0
-0.294049565,0
-0.290783739,0
-0.287434061,0
-0.284001496,0
-0.280487035,0
-0.276891691,0
-0.273216501,0
-0.269462524,0
-0.265630843,0
-0.261722563,0
-0.257738812,0
-0.253680737,0
-0.249549509,0
-0.245346319,0
-0.241072379,0
-0.236728923,0
-0.232317202,0
-0.227838488,0
-0.223294073,0
-0.218685268,0
-0.214013401,0
-0.20927982,0
-0.20448589,0
-0.199632993,0
-0.194722528,0
-0.189755912,0
-0.184734577,0
-0.17965997,0
-0.174533556,0
-0.169356812,0
-0.164131231,0
-0.15885832,0
-0.1535396,0
-0.148176604,0
-0.142770879,0
-0.137323984,0
-0.131837488,0
-0.126312976,0
-0.120752039,0
-0.115156281,0
-0.109527316,0
-0.103866767,0
-0.098176266,0
-0.092457455,0
-0.086711982,0
-0.080941504,0
-0.075147685,0
-0.069332196,0
-0.063496715,0
-0.057642922,0
-0.051772508,0
-0.045887164,0
-0.039988588,0
-0.03407848,0
-0.028158545,0
-0.022230491,0
-0.016296026,0
-0.010356861,0
-0.00441471,0
0.001528714,0
0.007471697,0
0.013412526,0
0.019349487,0
0.025280868,0
0.031204959,0
0.037120052,0
0.04302444,0
0.048916422,0
0.054794297,0
0.060656372,0
0.066500956,0
0.072326363,0
0.078130913,0
0.083912933,0
0.089670756,0
0.09540272,0
0.101107174,0
0.106782471,0
0.112426977,0
0.118039062,0
0.123617108,0
0.129159507,0
0.134664661,0
0.140130983,0
0.145556895,0
0.150940834,0
0.156281246,0
0.161576592,0
0.166825345,0
0.172025991,0
0.17717703,0
0.182276978,0
0.187324362,0
0.192317729,0
0.197255638,0
0.202136665,0
0.206959403,0
0.21172246,0
0.216424464,0
0.221064058,0
0.225639905,0
0.230150685,0
0.234595097,0
0.238971859,0
0.24327971,0
0.247517408,0
0.25168373,0
0.255777474,0
0.259797461,0
0.263742531,0
0.267611547,0
0.271403392,0
0.275116974,0
0.278751221,0
0.282305086,0
0.285777544,0
0.289167592,0
0.292474255,0
0.295696578,0
0.298833632,0
0.301884512,0
0.304848339,0
0.307724258,0
0.310511439,0
0.31320908,0
0.315816401,0
0.318332652,0
0.320757106,0
0.323089064,0
0.325327855,0
0.327472832,0
0.329523376,0
0.331478897,0
0.333338831,0
0.335102641,0
0.336769819,0
0.338339883,0
0.339812382,0
0.34118689,0
0.342463012,0
0.343640378,0
0.34471865,0
0.345697517,0
0.346576697,0
0.347355935,0
0.348035007,0
0.348613718,0
0.3490919,0
0.349469416,0
0.349746157,0
0.349922042,0
0.349997022,0
0.349971075,0
0.349844207,0
0.349616456,0
0.349287888,0
0.348858596,0
0.348328706,0
0.347698369,0
0.346967768,0
0.346137112,0
0.345206643,0
0.344176627,0
0.343047363,0
0.341819175,0
0.340492418,0
0.339067474,0
0.337544755,0
0.335924699,0
0.334207773,0
0.332394474,0
0.330485322,0
0.32848087,0
0.326381696,0
0.324188403,0
0.321901626,0
0.319522023,0
0.31705028,0
0.314487111,0
0.311833254,0
0.309089475,0
0.306256565,0
0.303335341,0
0.300326646,0
0.297231346,0
0.294050334,0
0.290784528,0
0.28743487,0
0.284002325,0
0.280487884,0
0.276892559,0
0.273217387,0
0.269463429,0
0.265631767,0
0.261723505,0
0.257739771,0
0.253681714,0
0.249550503,0
0.245347331,0
0.241073408,0
0.236729968,0
0.232318263,0
0.227839565,0
0.223295166,0
0.218686376,0
0.214014524,0
0.209280958,0
0.204487041,0
0.199634158,0
0.194723707,0
0.189757104,0
0.184735782,0
0.179661188,0
0.174534786,0
0.169358054,0
0.164132484,0
0.158859584,0
0.153540875,0
0.148177889,0
0.142772174,0
0.137325289,0
0.131838803,0
0.126314299,0
0.120753371,0
0.115157621,0
0.109528664,0
0.103868122,0
0.098177628,0
0.092458823,0
0.086713356,0
0.080942884,0
0.075149071,0
0.069333587,0
0.06349811,0
0.057644322,0
0.051773911,0
0.045888571,0
0.039989997,0
0.034079892,0
0.02815996,0
0.022231907,0
0.016297443,0
0.010358279,0
0.004416129,0
-0.001527295,0
-0.007470279,0
-0.013411108,0
-0.01934807,0
-0.025279453,0
-0.031203546,0
-0.037118641,0
-0.043023032,0
-0.048915017,0
-0.054792896,0
-0.060654975,0
-0.066499563,0
-0.072324975,0
-0.07812953,0
-0.083911556,0
-0.089669385,0
-0.095401355,0
-0.101105816,0
-0.10678112,0
-0.112425633,0
-0.118037726,0
-0.123615781,0
-0.129158189,0
-0.134663352,0
-0.140129683,0
-0.145555605,0
-0.150939554,0
-0.156279977,0
-0.161575333,0
-0.166824098,0
-0.172024755,0
-0.177175807,0
-0.182275766,0
-0.187323164,0
-0.192316544,0
-0.197254466,0
-0.202135507,0
-0.206958259,0
-0.21172133,0
-0.216423349,0
-0.221062958,0
-0.22563882,0
-0.230149616,0
-0.234594044,0
-0.238970823,0
-0.24327869,0
-0.247516405,0
-0.251682744,0
-0.255776506,0
-0.259796511,0
-0.263741599,0
-0.267610633,0
-0.271402497,0
-0.275116097,0
-0.278750363,0
-0.282304248,0
-0.285776725,0
-0.289166793,0
-0.292473476,0
-0.295695819,0
-0.298832893,0
-0.301883794,0
-0.304847642,0
-0.307723582,0
-0.310510785,0
-0.313208446,0
-0.315815789,0
-0.318332062,0
-0.320756538,0
-0.323088519,0
-0.325327331,0
-0.327472331,0
-0.329522898,0
-0.331478442,0
-0.333338399,0
-0.335102232,0
-0.336769433,0
-0.33833952,0
-0.339812042,0
-0.341186574,0
-0.342462719,0
-0.343640109,0
-0.344718405,0
-0.345697296,0
-0.346576499,0
-0.347355761,0
-0.348034857,0
-0.348613592,0
-0.349091798,0
-0.349469338,0
-0.349746103,0
-0.349922012,0
-0.349997016,0
-0.349971093,0
-0.349844249,0
-0.349616523,0
-0.349287978,0
-0.348858711,0
-0.348328844,0
-0.347698531,0
-0.346967954,0
-0.346137323,0
-0.345206877,0
-0.344176885,0
-0.343047644,0
-0.34181948,0
-0.340492746,0
-0.339067826,0
-0.33754513,0
-0.335925097,0
-0.334208195,0
-0.332394918,0
-0.33048579,0
-0.32848136,0
-0.326382208,0
-0.324188938,0
-0.321902183,0
-0.319522602,0
-0.317050881,0
-0.314487734,0
-0.311833899,0
-0.309090141,0
-0.306257252,0
-0.303336049,0
-0.300327374,0
-0.297232095,0
-0.294051104,0
-0.290785318,0
-0.28743568,0
-0.284003154,0
-0.280488732,0
-0.276893427,0
-0.273218274,0
-0.269464335,0
-0.265632691,0
-0.261724447,0
-0.257740731,0
-0.253682692,0
-0.249551498,0
-0.245348342,0
-0.241074437,0
-0.236731013,0
-0.232319324,0
-0.227840642,0
-0.223296258,0
-0.218687483,0
-0.214015647,0
-0.209282095,0
-0.204488193,0
-0.199635324,0
-0.194724886,0
-0.189758297,0
-0.184736987,0
-0.179662406,0
-0.174536016,0
-0.169359295,0
-0.164133737,0
-0.158860849,0
-0.15354215,0
-0.148179175,0
-0.14277347,0
-0.137326594,0
-0.131840117,0
-0.126315622,0
-0.120754702,0
-0.115158961,0
-0.109530011,0
-0.103869477,0
-0.09817899,0
-0.092460192,0
-0.086714731,0
-0.080944265,0
-0.075150457,0
-0.069334978,0
-0.063499505,0
-0.057645721,0
-0.051775314,0
-0.045889977,0
-0.039991407,0
-0.034081304,0
-0.028161374,0
-0.022233323,0
-0.01629886,0
-0.010359697,0
-0.004417547,0
0.001525877,0
0.00746886,0
0.01340969,0
0.019346654,0
0.025278038,0
0.031202133,0
0.03711723,0
0.043021624,0
0.048913612,0
0.054791495,0
0.060653578,0
0.06649817,0
0.072323587,0
0.078128147,0
0.083910179,0
0.089668013,0
0.09539999,0
0.101104457,0
0.106779769,0
0.112424289,0
0.11803639,0
0.123614453,0
0.12915687,0
0.134662042,0
0.140128383,0
0.145554315,0
0.150938274,0
0.156278707,0
0.161574075,0
0.16682285,0
0.17202352,0
0.177174583,0
0.182274555,0
0.187321966,0
0.192315359,0
0.197253294,0
0.202134349,0
0.206957114,0
0.211720201,0
0.216422234,0
0.221061858,0
0.225637736,0
0.230148547,0
0.234592991,0
0.238969786,0
0.24327767,0
0.247515402,0
0.251681758,0
0.255775537,0
0.25979556,0
0.263740666,0
0.267609718,0
0.271401601,0
0.27511522,0
0.278749505,0
0.282303409,0
0.285775905,0
0.289165994,0
0.292472696,0
0.29569506,0
0.298832155,0
0.301883076,0
0.304846945,0
0.307722906,0
0.31051013,0
0.313207813,0
0.315815178,0
0.318331472,0
0.32075597,0
0.323087973,0
0.325326808,0
0.32747183,0
0.32952242,0
0.331477987,0
0.333337966,0
0.335101822,0
0.336769046,0
0.338339157,0
0.339811703,0
0.341186258,0
0.342462426,0
0.34363984,0
0.344718159,0
0.345697074,0
0.346576301,0
0.347355587,0
0.348034707,0
0.348613466,0
0.349091696,0
0.34946926,0
0.349746049,0
0.349921983,0
0.34999701,0
0.349971111,0
0.349844292,0
0.349616589,0
0.349288069,0
0.348858825,0
0.348328983,0
0.347698694,0
0.34696814,0
0.346137533,0
0.345207111,0
0.344177143,0
0.343047925,0
0.341819785,0
0.340493075,0
0.339068178,0
0.337545505,0
0.335925495,0
0.334208616,0
0.332395362,0
0.330486257,0
0.32848185,0
0.32638272,0
0.324189473,0
0.32190274,0
0.319523181,0
0.317051482,0
0.314488356,0
0.311834543,0
0.309090807,0
0.306257939,0
0.303336757,0
0.300328103,0
0.297232844,0
0.294051873,0
0.290786108,0
0.287436489,0
0.284003984,0
0.280489581,0
0.276894294,0
0.273219161,0
0.26946524,0
0.265633615,0
0.261725389,0
0.257741691,0
0.253683669,0
0.249552493,0
0.245349354,0
0.241075465,0
0.236732058,0
0.232320385,0
0.227841719,0
0.223297351,0
0.218688591,0
0.214016769,0
0.209283232,0
0.204489344,0
0.199636489,0
0.194726065,0
0.189759489,0
0.184738192,0
0.179663623,0
0.174537245,0
0.169360537,0
0.16413499,0
0.158862113,0
0.153543425,0
0.14818046,0
0.142774765,0
0.137327898,0
0.131841431,0
0.126316945,0
0.120756034,0
0.1151603,0
0.109531359,0
0.103870832,0
0.098180352,0
0.09246156,0
0.086716105,0
0.080945645,0
0.075151842,0
0.069336368,0
0.0635009,0
0.057647121,0
0.051776717,0
0.045891384,0
0.039992816,0
0.034082716,0
0.028162788,0
0.022234738,0
0.016300277,0
0.010361115,0
0.004418966,0
-0.001524458,0
-0.007467442,0
-0.013408273,0
-0.019345237,0
-0.025276623,0
-0.03120072,0
-0.037115819,0
-0.043020216,0
-0.048912207,0
-0.054790094,0
-0.06065218,0
-0.066496777,0
-0.072322198,0
-0.078126764,0
-0.083908801,0
-0.089666642,0
-0.095398625,0
-0.101103099,0
-0.106778418,0
-0.112422946,0
-0.118035055,0
-0.123613126,0
-0.129155551,0
-0.134660733,0
-0.140127083,0
-0.145553024,0
-0.150936994,0
-0.156277438,0
-0.161572816,0
-0.166821603,0
-0.172022284,0
-0.177173359,0
-0.182273344,0
-0.187320767,0
-0.192314173,0
-0.197252122,0
-0.202133191,0
-0.20695597,0
-0.211719071,0
-0.216421119,0
-0.221060758,0
-0.225636651,0
-0.230147478,0
-0.234591938,0
-0.238968749,0
-0.24327665,0
-0.247514399,0
-0.251680772,0
-0.255774569,0
-0.259794609,0
-0.263739733,0
-0.267608804,0
-0.271400705,0
-0.275114343,0
-0.278748648,0
-0.28230257,0
-0.285775086,0
-0.289165195,0
-0.292471917,0
-0.295694301,0
-0.298831416,0
-0.301882358,0
-0.304846248,0
-0.30772223,0
-0.310509475,0
-0.31320718,0
-0.315814566,0
-0.318330882,0
-0.320755403,0
-0.323087428,0
-0.325326285,0
-0.327471329,0
-0.329521942,0
-0.331477531,0
-0.333337534,0
-0.335101413,0
-0.33676866,0
-0.338338794,0
-0.339811363,0
-0.341185941,0
-0.342462133,0
-0.343639571,0
-0.344717914,0
-0.345696852,0
-0.346576103,0
-0.347355413,0
-0.348034557,0
-0.34861334,0
-0.349091594,0
-0.349469182,0
-0.349745995,0
-0.349921953,0
-0.349997005,0
-0.349971129,0
-0.349844334,0
-0.349616655,0
-0.349288159,0
-0.34885894,0
-0.348329121,0
-0.347698856,0
-0.346968327,0
-0.346137743,0
-0.345207345,0
-0.3441774,0
-0.343048207,0
-0.34182009,0
-0.340493403,0
-0.339068529,0
-0.33754588,0
-0.335925893,0
-0.334209037,0
-0.332395806,0
-0.330486724,0
-0.32848234,0
-0.326383233,0
-0.324190007,0
-0.321903297,0
-0.31952376,0
-0.317052083,0
-0.314488979,0
-0.311835187,0
-0.309091472,0
-0.306258626,0
-0.303337465,0
-0.300328831,0
-0.297233593,0
-0.294052643,0
-0.290786897,0
-0.287437299,0
-0.284004813,0
-0.28049043,0
-0.276895162,0
-0.273220048,0
-0.269466146,0
-0.265634538,0
-0.261726331,0
-0.257742651,0
-0.253684646,0
-0.249553488,0
-0.245350366,0
-0.241076494,0
-0.236733103,0
-0.232321446,0
-0.227842796,0
-0.223298443,0
-0.218689699,0
-0.214017892,0
-0.209284369,0
-0.204490496,0
-0.199637654,0
-0.194727244,0
-0.189760681,0
-0.184739397,0
-0.179664841,0
-0.174538475,0
-0.169361778,0
-0.164136243,0
-0.158863377,0
-0.1535447,0
-0.148181745,0
-0.14277606,0
-0.137329203,0
-0.131842745,0
-0.126318268,0
-0.120757366,0
-0.11516164,0
-0.109532706,0
-0.103872186,0
-0.098181714,0
-0.092462928,0
-0.08671748,0
-0.080947025,0
-0.075153228,0
-0.069337759,0
-0.063502295,0
-0.05764852,0
-0.051778121,0
-0.04589279,0
-0.039994226,0
-0.034084128,0
-0.028164202,0
-0.022236154,0
-0.016301694,0
-0.010362534,0
-0.004420385,0
0.001523039,0
0.007466024,0
0.013406855,0
0.01934382,0
0.025275208,0
0.031199307,0
0.037114409,0
0.043018808,0
0.048910802,0
0.054788692,0
0.060650783,0
0.066495384,0
0.07232081,0
0.078125381,0
0.083907424,0
0.08966527,0
0.09539726,0
0.101101741,0
0.106777067,0
0.112421602,0
0.118033719,0
0.123611799,0
0.129154233,0
0.134659423,0
0.140125783,0
0.145551734,0
0.150935714,0
0.156276168,0
0.161571558,0
0.166820356,0
0.172021048,0
0.177172136,0
0.182272133,0
0.187319569,0
0.192312988,0
0.19725095,0
0.202132032,0
0.206954826,0
0.211717941,0
0.216420004,0
0.221059658,0
0.225635566,0
0.230146409,0
0.234590885,0
0.238967713,0
0.24327563,0
0.247513395,0
0.251679786,0
0.2557736,0
0.259793658,0
0.263738801,0
0.267607889,0
0.271399809,0
0.275113466,0
0.27874779,0
0.282301732,0
0.285774267,0
0.289164395,0
0.292471138,0
0.295693542,0
0.298830677,0
0.30188164,0
0.304845551,0
0.307721554,0
0.31050882,0
0.313206547,0
0.315813955,0
0.318330293,0
0.320754835,0
0.323086882,0
0.325325762,0
0.327470828,0
0.329521464,0
0.331477076,0
0.333337101,0
0.335101003,0
0.336768273,0
0.338338431,0
0.339811023,0
0.341185625,0
0.34246184,0
0.343639301,0
0.344717668,0
0.34569663,0
0.346575905,0
0.347355238,0
0.348034407,0
0.348613213,0
0.349091492,0
0.349469104,0
0.349745941,0
0.349921923,0
0.349996999,0
0.349971148,0
0.349844376,0
0.349616722,0
0.34928825,0
0.348859054,0
0.34832926,0
0.347699019,0
0.346968513,0
0.346137953,0
0.345207579,0
0.344177658,0
0.343048488,0
0.341820395,0
0.340493731,0
0.339068881,0
0.337546255,0
0.335926292,0
0.334209459,0
0.332396251,0
0.330487191,0
0.32848283,0
0.326383745,0
0.324190542,0
0.321903854,0
0.319524339,0
0.317052684,0
0.314489602,0
0.311835831,0
0.309092138,0
0.306259313,0
0.303338173,0
0.30032956,0
0.297234342,0
0.294053412,0
0.290787687,0
0.287438108,0
0.284005642,0
0.280491278,0
0.27689603,0
0.273220934,0
0.269467051,0
0.265635462,0
0.261727273,0
0.257743611,0
0.253685624,0
0.249554482,0
0.245351378,0
0.241077522,0
0.236734148,0
0.232322507,0
0.227843873,0
0.223299536,0
0.218690807,0
0.214019014,0
0.209285506,0
0.204491647,0
0.19963882,0
0.194728423,0
0.189761873,0
0.184740602,0
0.179666058,0
0.174539705,0
0.16936302,0
0.164137496,0
0.158864641,0
0.153545975,0
0.148183031,0
0.142777356,0
0.137330508,0
0.13184406,0
0.126319592,0
0.120758697,0
0.11516298,0
0.109534054,0
0.103873541,0
0.098183075,0
0.092464297,0
0.086718854,0
0.080948405,0
0.075154614,0
0.06933915,0
0.063503691,0
0.057649919,0
0.051779524,0
0.045894197,0
0.039995635,0
0.03408554,0
0.028165616,0
0.02223757,0
0.016303112,0
0.010363952,0
0.004421803,0
-0.00152162,0
-0.007464605,0
-0.013405437,0
-0.019342404,0
-0.025273793,0
-0.031197894,0
-0.037112998,0
-0.0430174,0
-0.048909397,0
-0.054787291,0
-0.060649386,0
-0.066493991,0
-0.072319422,0
-0.078123999,0
-0.083906047,0
-0.089663899,0
-0.095395895,0
-0.101100383,0
-0.106775716,0
-0.112420259,0
-0.118032383,0
-0.123610471,0
-0.129152914,0
-0.134658114,0
-0.140124482,0
-0.145550444,0
-0.150934433,0
-0.156274899,0
-0.161570299,0
-0.166819109,0
-0.172019813,0
-0.177170912,0
-0.182270922,0
-0.18731837,0
-0.192311802,0
-0.197249778,0
-0.202130874,0
-0.206953682,0
-0.211716811,0
-0.216418889,0
-0.221058558,0
-0.225634482,0
-0.23014534,0
-0.234589832,0
-0.238966676,0
-0.24327461,0
-0.247512392,0
-0.2516788,0
-0.255772632,0
-0.259792708,0
-0.263737868,0
-0.267606975,0
-0.271398913,0
-0.275112589,0
-0.278746932,0
-0.282300893,0
-0.285773448,0
-0.289163596,0
-0.292470359,0
-0.295692783,0
-0.298829939,0
-0.301880922,0
-0.304844854,0
-0.307720878,0
-0.310508166,0
-0.313205914,0
-0.315813343,0
-0.318329703,0
-0.320754267,0
-0.323086336,0
-0.325325238,0
-0.327470328,0
-0.329520985,0
-0.33147662,0
-0.333336668,0
-0.335100594,0
-0.336767887,0
-0.338338068,0
-0.339810683,0
-0.341185308,0
-0.342461547,0
-0.343639032,0
-0.344717423,0
-0.345696408,0
-0.346575707,0
-0.347355064,0
-0.348034256,0
-0.348613087,0
-0.34909139,0
-0.349469026,0
-0.349745887,0
-0.349921893,0
-0.349996993,0
-0.349971166,0
-0.349844419,0
-0.349616788,0
-0.34928834,0
-0.348859169,0
-0.348329398,0
-0.347699181,0
-0.346968699,0
-0.346138163,0
-0.345207813,0
-0.344177916,0
-0.34304877,0
-0.341820699,0
-0.34049406,0
-0.339069233,0
-0.33754663,0
-0.33592669,0
-0.33420988,0
-0.332396695,0
-0.330487658,0
-0.328483319,0
-0.326384257,0
-0.324191077,0
-0.321904411,0
-0.319524918,0
-0.317053285,0
-0.314490225,0
-0.311836476,0
-0.309092804,0
-0.306259999,0
-0.30333888,0
-0.300330288,0
-0.297235091,0
-0.294054181,0
-0.290788476,0
-0.287438918,0
-0.284006471,0
-0.280492127,0
-0.276896898,0
-0.273221821,0
-0.269467956,0
-0.265636386,0
-0.261728215,0
-0.257744571,0
-0.253686601,0
-0.249555477,0
-0.24535239,0
-0.241078551,0
-0.236735193,0
-0.232323569,0
-0.22784495,0
-0.223300628,0
-0.218691914,0
-0.214020137,0
-0.209286643,0
-0.204492799,0
-0.199639985,0
-0.194729602,0
-0.189763065,0
-0.184741807,0
-0.179667276,0
-0.174540935,0
-0.169364261,0
-0.164138749,0
-0.158865905,0
-0.15354725,0
-0.148184316,0
-0.142778651,0
-0.137331813,0
-0.131845374,0
-0.126320915,0
-0.120760029,0
-0.11516432,0
-0.109535401,0
-0.103874896,0
-0.098184437,0
-0.092465665,0
-0.086720229,0
-0.080949786,0
-0.075155999,0
-0.06934054,0
-0.063505086,0
-0.057651319,0
-0.051780927,0
-0.045895603,0
-0.039997045,0
-0.034086952,0
-0.02816703,0
-0.022238986,0
-0.016304529,0
-0.01036537,0
-0.004423222,0
0.001520202,0
0.007463187,0
0.01340402,0
0.019340987,0
0.025272378,0
0.03119648,0
0.037111587,0
0.043015992,0
0.048907993,0
0.05478589,0
0.060647988,0
0.066492598,0
0.072318034,0
0.078122616,0
0.083904669,0
0.089662528,0
0.09539453,0
0.101099024,0
0.106774365,0
0.112418915,0
0.118031048,0
0.123609144,0
0.129151596,0
0.134656804,0
0.140123182,0
0.145549154,0
0.150933153,0
0.156273629,0
0.161569041,0
0.166817861,0
0.172018577,0
0.177169689,0
0.182269711,0
0.187317172,0
0.192310617,0
0.197248606,0
0.202129716,0
0.206952538,0
0.211715682,0
0.216417774,0
0.221057458,0
0.225633397,0
0.230144271,0
0.234588779,0
0.23896564,0
0.24327359,0
0.247511389,0
0.251677814,0
0.255771664,0
0.259791757,0
0.263736935,0
0.267606061,0
0.271398017,0
0.275111712,0
0.278746074,0
0.282300054,0
0.285772629,0
0.289162797,0
0.292469579,0
0.295692023,0
0.2988292,0
0.301880204,0
0.304844157,0
0.307720202,0
0.310507511,0
0.31320528,0
0.315812732,0
0.318329113,0
0.320753699,0
0.323085791,0
0.325324715,0
0.327469827,0
0.329520507,0
0.331476165,0
0.333336236,0
0.335100184,0
0.3367675,0
0.338337704,0
0.339810343,0
0.341184992,0
0.342461255,0
0.343638763,0
0.344717177,0
0.345696187,0
0.346575509,0
0.34735489,0
0.348034106,0
0.348612961,0
0.349091287,0
0.349468948,0
0.349745833,0
0.349921863,0
0.349996987,0
0.349971184,0
0.349844461,0
0.349616855,0
0.34928843,0
0.348859283,0
0.348329537,0
0.347699344,0
0.346968886,0
0.346138374,0
0.345208047,0
0.344178174,0
0.343049051,0
0.341821004,0
0.340494388,0
0.339069585,0
0.337547005,0
0.335927088,0
0.334210301,0
0.332397139,0
0.330488125,0
0.328483809,0
0.32638477,0
0.324191612,0
0.321904968,0
0.319525497,0
0.317053886,0
0.314490847,0
0.31183712,0
0.309093469,0
0.306260686,0
0.303339588,0
0.300331017,0
0.29723584,0
0.294054951,0
0.290789266,0
0.287439727,0
0.2840073,0
0.280492975,0
0.276897766,0
0.273222708,0
0.269468862,0
0.26563731,0
0.261729157,0
0.257745531,0
0.253687579,0
0.249556472,0
0.245353401,0
0.241079579,0
0.236736238,0
0.23232463,0
0.227846027,0
0.223301721,0
0.218693022,0
0.21402126,0
0.209287781,0
0.20449395,0
0.19964115,0
0.194730781,0
0.189764257,0
0.184743012,0
0.179668493,0
0.174542164,0
0.169365503,0
0.164140003,0
0.15886717,0
0.153548525,0
0.148185601,0
0.142779946,0
0.137333118,0
0.131846688,0
0.126322238,0
0.12076136,0
0.115165659,0
0.109536749,0
0.103876251,0
0.098185799,0
0.092467033,0
0.086721604,0
0.080951166,0
0.075157385,0
0.069341931,0
0.063506481,0
0.057652718,0
0.05178233,0
0.04589701,0
0.039998454,0
0.034088364,0
0.028168445,0
0.022240402,0
0.016305946,0
0.010366788,0
0.004424641,0
-0.001518783,0
-0.007461768,0
-0.013402602,0
-0.019339571,0
-0.025270963,0
-0.031195067,0
-0.037110176,0
-0.043014584,0
-0.048906588,0
-0.054784488,0
-0.060646591,0
-0.066491205,0
-0.072316646,0
-0.078121233,0
-0.083903292,0
-0.089661156,0
-0.095393165,0
-0.101097666,0
-0.106773014,0
-0.112417572,0
-0.118029712,0
-0.123607817,0
-0.129150277,0
-0.134655495,0
-0.140121882,0
-0.145547863,0
-0.150931873,0
-0.15627236,0
-0.161567782,0
-0.166816614,0
-0.172017342,0
-0.177168465,0
-0.182268499,0
-0.187315973,0
-0.192309432,0
-0.197247434,0
-0.202128558,0
-0.206951394,0
-0.211714552,0
-0.216416659,0
-0.221056358,0
-0.225632313,0
-0.230143202,0
-0.234587726,0
-0.238964603,0
-0.24327257,0
-0.247510386,0
-0.251676828,0
-0.255770695,0
-0.259790806,0
-0.263736002,0
-0.267605146,0
-0.271397121,0
-0.275110835,0
-0.278745216,0
-0.282299216,0
-0.28577181,0
-0.289161997,0
-0.2924688,0
-0.295691264,0
-0.298828461,0
-0.301879486,0
-0.30484346,0
-0.307719526,0
-0.310506856,0
-0.313204647,0
-0.31581212,0
-0.318328523,0
-0.320753132,0
-0.323085245,0
-0.325324192,0
-0.327469326,0
-0.329520029,0
-0.331475709,0
-0.333335803,0
-0.335099774,0
-0.336767114,0
-0.338337341,0
-0.339810003,0
-0.341184676,0
-0.342460962,0
-0.343638494,0
-0.344716932,0
-0.345695965,0
-0.346575311,0
-0.347354716,0
-0.348033956,0
-0.348612835,0
-0.349091185,0
-0.349468869,0
-0.349745779,0
-0.349921833,0
-0.349996981,0
-0.349971202,0
-0.349844503,0
-0.349616921,0
-0.349288521,0
-0.348859398,0
-0.348329675,0
-0.347699506,0
-0.346969072,0
-0.346138584,0
-0.345208281,0
-0.344178431,0
-0.343049332,0
-0.341821309,0
-0.340494717,0
-0.339069937,0
-0.33754738,0
-0.335927487,0
-0.334210723,0
-0.332397584,0
-0.330488592,0
-0.328484299,0
-0.326385282,0
-0.324192146,0
-0.321905524,0
-0.319526076,0
-0.317054487,0
-0.31449147,0
-0.311837764,0
-0.309094135,0
-0.306261373,0
-0.303340296,0
-0.300331745,0
-0.297236589,0
-0.29405572,0
-0.290790056,0
-0.287440537,0
-0.284008129,0
-0.280493824,0
-0.276898633,0
-0.273223594,0
-0.269469767,0
-0.265638234,0
-0.261730099,0
-0.25774649,0
-0.253688556,0
-0.249557467,0
-0.245354413,0
-0.241080608,0
-0.236737283,0
-0.232325691,0
-0.227847104,0
-0.223302813,0
-0.21869413,0
-0.214022382,0
-0.209288918,0
-0.204495101,0
-0.199642316,0
-0.19473196,0
-0.189765449,0
-0.184744217,0
-0.179669711,0
-0.174543394,0
-0.169366745,0
-0.164141256,0
-0.158868434,0
-0.153549799,0
-0.148186887,0
-0.142781242,0
-0.137334423,0
-0.131848002,0
-0.126323561,0
-0.120762692,0
-0.115166999,0
-0.109538096,0
-0.103877606,0
-0.098187161,0
-0.092468402,0
-0.086722978,0
-0.080952546,0
-0.075158771,0
-0.069343322,0
-0.063507876,0
-0.057654117,0
-0.051783733,0
-0.045898416,0
-0.039999863,0
-0.034089776,0
-0.028169859,0
-0.022241818,0
-0.016307363,0
-0.010368206,0
-0.004426059,0
0.001517364,0
0.00746035,0
0.013401184,0
0.019338154,0
0.025269548,0
0.031193654,0
0.037108766,0
0.043013176,0
0.048905183,0
0.054783087,0
0.060645194,0
0.066489813,0
0.072315258,0
0.07811985,0
0.083901914,0
0.089659785,0
0.0953918,0
0.101096308,0
