Input,Case1_LNoise,Case1_HPF(1),Case1_LPF(2),Case1_Kal(3),Case1_HPF_Kal(13),Case1_LPF_Kal(23),Case1_EKF(4),Case1_Label
0.216440073,0.476597421,0.324722993,5.86E-07,0.33400841,0.154125954,1.479443098,0.137762973,1
0.221079457,0.481470807,0.32171903,5.89E-07,0.33400841,0.154125954,1.479443098,0.137762973,1
0.225655088,0.48628018,0.318626406,5.92E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.230165648,0.491024222,0.315446009,5.95E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.234609836,0.495701631,0.312178751,5.98E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.238986371,0.500311125,0.308825571,6.01E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.24329399,0.504851442,0.305387429,6.04E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.247531451,0.50932134,0.301865314,6.07E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.251697532,0.513719596,0.298260237,6.10E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.255791032,0.518045009,0.294573232,6.13E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.259810771,0.522296399,0.290805358,6.16E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.263755588,0.526472605,0.286957698,6.19E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.267624348,0.53057249,0.283031356,6.22E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.271415934,0.534594938,0.27902746,6.25E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.275129252,0.538538856,0.27494716,6.28E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.278763232,0.542403172,0.270791628,6.31E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.282316827,0.546186839,0.266562058,6.35E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.285789011,0.549888831,0.262259665,6.38E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.289178782,0.553508147,0.257885685,6.41E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.292485165,0.55704381,0.253441374,6.44E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.295707204,0.560494865,0.248928011,6.48E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.298843971,0.563860383,0.244346892,6.51E-07,0.326317408,0.238566281,1.588808932,0.170928287,1
0.301894562,0.567139459,0.239699332,6.54E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.304858097,0.570331214,0.234986669,6.58E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.30773372,0.573434793,0.230210256,6.61E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.310520604,0.576449366,0.225371465,6.64E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.313217944,0.579374129,0.220471689,6.68E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.315824962,0.582208304,0.215512335,6.71E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.318340907,0.58495114,0.210494828,6.75E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.320765053,0.587601911,0.205420612,6.78E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.323096702,0.590159916,0.200291144,6.82E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.32533518,0.592624484,0.195107899,6.85E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.327479842,0.59499497,0.189872367,6.89E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.32953007,0.597270753,0.184586053,6.92E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.331485273,0.599451244,0.179250478,6.96E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.333344886,0.601535877,0.173867175,6.99E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.335108374,0.603524117,0.168437691,7.03E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.336775228,0.605415454,0.162963589,7.06E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.338344967,0.607209407,0.157446441,7.10E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.339817139,0.608905525,0.151887834,7.13E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.341191319,0.610503382,0.146289366,7.17E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.342467111,0.612002581,0.140652648,7.21E-07,0.28300837,0.303317159,1.732908538,0.208629611,1
0.343644147,0.613402755,0.1349793,7.24E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.344722087,0.614703563,0.129270952,7.28E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.345700622,0.615904695,0.123529248,7.31E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.346579467,0.617005869,0.117755837,7.35E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.347358371,0.61800683,0.11195238,7.39E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.348037108,0.618907354,0.106120546,7.42E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.348615484,0.619707245,0.100262012,7.46E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.34909333,0.620406336,0.094378462,7.50E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349470509,0.621004488,0.088471589,7.53E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349746913,0.621501594,0.082543091,7.57E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349922461,0.621897573,0.076594672,7.61E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349997104,0.622192373,0.070628045,7.64E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349970819,0.622385975,0.064644924,7.68E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349843614,0.622478383,0.05864703,7.72E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349615526,0.622469636,0.052636088,7.75E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.349286621,0.622359799,0.046613827,7.79E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.348856993,0.622148966,0.040581978,7.83E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.348326767,0.621837262,0.034542277,7.86E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.347696094,0.621424838,0.02849646,7.90E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.346965158,0.620911876,0.022446265,7.94E-07,0.208993835,0.251104276,1.905209963,0.247143467,1
0.346134169,0.620298587,0.016393434,7.97E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.345203366,0.619585211,0.010339706,8.01E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.344173019,0.618772015,0.004286822,8.05E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.343043423,0.617859297,-0.001763476,8.08E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.341814905,0.616847382,-0.00780945,8.12E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.340487819,0.615736623,-0.013849359,8.15E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.339062548,0.614527404,-0.019881468,8.19E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.337539502,0.613220136,-0.025904042,8.23E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.335919122,0.611815256,-0.031915348,8.26E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.334201874,0.610313233,-0.037913657,8.30E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.332388253,0.608714562,-0.043897246,8.33E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.330478782,0.607019764,-0.049864393,8.37E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.328474013,0.605229391,-0.055813383,8.41E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.326374522,0.60334402,-0.061742503,8.44E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.324180916,0.601364256,-0.067650051,8.48E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.321893828,0.599290733,-0.073534326,8.51E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.319513916,0.597124109,-0.079393638,8.55E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.317041866,0.59486507,-0.0852263,8.58E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.314478393,0.592514329,-0.091030636,8.62E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.311824234,0.590072625,-0.096804977,8.65E-07,0.112693634,0.116659082,2.096138982,0.282647249,1
0.309080156,0.587540723,-0.102547662,8.69E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.30624695,0.584919415,-0.108257041,8.72E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.303325432,0.582209516,-0.113931472,8.76E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.300316445,0.579411869,-0.119569323,8.79E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.297220857,0.576527343,-0.125168973,8.82E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.294039561,0.573556828,-0.130728813,8.86E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.290773473,0.570501243,-0.136247244,8.89E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.287423536,0.567361528,-0.141722679,8.93E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.283990716,0.564138651,-0.147153544,8.96E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.280476003,0.5608336,-0.152538279,8.99E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.276880409,0.557447389,-0.157875335,9.02E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.273204973,0.553981054,-0.163163178,9.06E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.269450753,0.550435655,-0.168400288,9.09E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.265618833,0.546812275,-0.173585159,9.12E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.261710317,0.543112017,-0.178716302,9.15E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.257726333,0.53933601,-0.183792242,9.19E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.253668029,0.535485402,-0.188811519,9.22E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.249536576,0.531561363,-0.193772692,9.25E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.245333165,0.527565083,-0.198674334,9.28E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.241059008,0.523497776,-0.203515037,9.31E-07,0.005072986,-0.015068164,2.294168862,0.311655187,1
0.236715338,0.519360673,-0.20829341,9.34E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.232303406,0.515155026,-0.213008079,9.37E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.227824487,0.510882108,-0.217657691,9.40E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.22327987,0.50654321,-0.222240909,9.43E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.218670867,0.502139642,-0.226756417,9.46E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.213998807,0.497672734,-0.231202916,9.49E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.209265037,0.493143832,-0.235579131,9.52E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.204470921,0.4885543,-0.239883804,9.55E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.199617843,0.483905523,-0.244115698,9.58E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.194707202,0.479198897,-0.248273598,9.61E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.189740414,0.474435841,-0.25235631,9.63E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.184718911,0.469617785,-0.256362662,9.66E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.179644142,0.464746177,-0.260291503,9.69E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.174517569,0.459822481,-0.264141705,9.72E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.169340671,0.454848174,-0.267912163,9.74E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.164114941,0.44982475,-0.271601795,9.77E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.158841885,0.444753715,-0.27520954,9.80E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.153523025,0.439636589,-0.278734366,9.82E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.148159894,0.434474906,-0.282175258,9.85E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.142754039,0.429270213,-0.285531231,9.87E-07,-0.101610212,-0.30575641,2.487133115,0.331415928,1
0.137307018,0.424024067,-0.288801321,9.90E-07,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.131820403,0.41873804,-0.291984591,9.92E-07,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.126295775,0.413413714,-0.295080128,9.95E-07,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.120734727,0.408052681,-0.298087043,9.97E-07,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.115138864,0.402656545,-0.301004475,1.00E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.109509799,0.397226919,-0.303831587,1.00E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.103849154,0.391765427,-0.306567569,1.00E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.098158563,0.3862737,-0.309211637,1.01E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.092439666,0.380753379,-0.311763034,1.01E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.086694113,0.375206113,-0.314221029,1.01E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.08092356,0.36963356,-0.316584917,1.01E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.075129671,0.364037382,-0.318854023,1.02E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.069314118,0.35841925,-0.321027697,1.02E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.063478577,0.352780841,-0.323105318,1.02E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.05762473,0.347123838,-0.32508629,1.02E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.051754267,0.341449928,-0.326970048,1.02E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.045868879,0.335760804,-0.328756054,1.03E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.039970265,0.330058163,-0.330443797,1.03E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.034060124,0.324343707,-0.332032797,1.03E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.028140161,0.318619138,-0.333522599,1.03E-06,-0.195205767,-0.323093628,2.663611274,0.340226282,1
0.022212084,0.312886164,-0.334912779,1.03E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
0.016277602,0.307146494,-0.336202941,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
0.010338425,0.301401839,-0.337392719,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
0.004396268,0.295653912,-0.338481774,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.001547158,0.289904426,-0.339469798,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.007490137,0.284155095,-0.340356509,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.013430956,0.278407632,-0.341141659,1.04E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.019367902,0.27266375,-0.341825024,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.025299264,0.266925161,-0.342406414,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.031223329,0.261193575,-0.342885666,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.037138391,0.255470701,-0.343262646,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.043042744,0.249758244,-0.343537251,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.048934684,0.244057906,-0.343709407,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.054812514,0.238371386,-0.343779069,1.05E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.060674537,0.232700379,-0.343746223,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.066519064,0.227046575,-0.343610882,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.072344408,0.221411659,-0.343373091,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.078148892,0.215797311,-0.343032923,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.083930839,0.210205205,-0.342590483,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.089688584,0.204637008,-0.342045901,1.06E-06,-0.265059273,-0.222394177,2.814229372,0.337625311,1
-0.095420466,0.199094379,-0.341399341,1.06E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.101124831,0.193578972,-0.340650994,1.06E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.106800036,0.188092431,-0.339801081,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.112444443,0.182636393,-0.338849852,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.118056425,0.177212485,-0.337797586,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.123634363,0.171822325,-0.336644593,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.129176649,0.166467522,-0.335391209,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.134681685,0.161149674,-0.334037802,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.140147884,0.155870367,-0.332584765,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.145573668,0.150631178,-0.331032525,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.150957474,0.145433672,-0.329381533,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.156297749,0.1402794,-0.327632271,1.07E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.161592953,0.135169902,-0.325785248,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.166841558,0.130106706,-0.323841002,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.172042053,0.125091325,-0.321800099,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.177192936,0.120125257,-0.319663132,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.182292723,0.115209989,-0.317430723,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.187339942,0.11034699,-0.31510352,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.192333139,0.105537716,-0.312682201,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.197270874,0.100783607,-0.310167468,1.08E-06,-0.303229307,-0.253697415,2.932726556,0.324446552,1
-0.202151722,0.096086086,-0.307560051,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.206974276,0.09144656,-0.304860708,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.211737146,0.086866421,-0.302070223,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.216438959,0.08234704,-0.299189404,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.221078357,0.077889775,-0.296219089,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.225654004,0.073495963,-0.293160138,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.23016458,0.069166922,-0.290013439,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.234608784,0.064903953,-0.286779905,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.238985334,0.060708339,-0.283460473,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.24329297,0.05658134,-0.280056105,1.08E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.247530448,0.052524199,-0.276567789,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.251696546,0.048538137,-0.272996536,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.255790064,0.044624355,-0.26934338,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.25980982,0.040784035,-0.26560938,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.263754656,0.037018334,-0.261795619,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.267623434,0.033328391,-0.257903201,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.271415038,0.02971532,-0.253933253,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.275128375,0.026180216,-0.249886927,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.278762375,0.022724147,-0.245765393,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.282315988,0.019348163,-0.241569846,1.09E-06,-0.305394679,-0.318912513,3.016665975,0.30272241,1
-0.285788192,0.016053288,-0.237301501,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.289177983,0.012840523,-0.232961593,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.292484385,0.009710844,-0.22855138,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.295706445,0.006665207,-0.224072138,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.298843233,0.003704538,-0.219525164,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.301893844,0.000829744,-0.214911776,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.3048574,-0.001958297,-0.210233307,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.307733044,-0.00465873,-0.205491114,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.310519949,-0.007270727,-0.200686568,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.313217311,-0.009793483,-0.195821059,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.315824351,-0.012226222,-0.190895998,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.318340317,-0.01456819,-0.185912808,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.320764486,-0.016818664,-0.180872933,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.323096156,-0.018976944,-0.17577783,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.325334656,-0.021042359,-0.170628974,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.327479341,-0.023014261,-0.165427856,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.329529592,-0.024892035,-0.16017598,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.331484817,-0.026675087,-0.154874867,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.333344454,-0.028362856,-0.149526049,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.335107964,-0.029954804,-0.144131075,1.09E-06,-0.27134809,-0.295777525,3.06770874,0.275451624,1
-0.336774842,-0.031450423,-0.138691506,1.09E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.338344604,-0.032849233,-0.133208916,1.09E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.339816799,-0.034150781,-0.12768489,1.09E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.341191003,-0.035354643,-0.122121028,1.09E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.342466818,-0.036460423,-0.116518939,1.09E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.343643878,-0.037467753,-0.110880243,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.344721842,-0.038376294,-0.105206572,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.3457004,-0.039185735,-0.099499568,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.346579269,-0.039895794,-0.093760881,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.347358197,-0.040506218,-0.087992171,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.348036958,-0.041016782,-0.082195108,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.348615357,-0.041427291,-0.076371368,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349093228,-0.041737578,-0.070522636,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349470431,-0.041947506,-0.064650604,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349746859,-0.042056966,-0.058756971,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349922431,-0.042065879,-0.052843441,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349997098,-0.041974193,-0.046911725,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349970837,-0.041781888,-0.040963539,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349843656,-0.041488971,-0.035000603,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349615593,-0.041095479,-0.029024643,1.08E-06,-0.205019798,-0.210180104,3.091419651,0.246256356,1
-0.349286711,-0.040601479,-0.023037386,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.348857108,-0.040007065,-0.017040565,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.348326905,-0.03931236,-0.011035914,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.347696257,-0.038517519,-0.005025171,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.346965345,-0.037622724,0.000989926,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.346134379,-0.036628184,0.007007638,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.3452036,-0.035534141,0.013026223,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.344173276,-0.034340862,0.019043941,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.343043704,-0.033048644,0.02505905,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.34181521,-0.031657815,0.031069812,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.340488147,-0.030168727,0.037074487,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.3390629,-0.028581765,0.043071339,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.337539878,-0.026897339,0.049058632,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.33591952,-0.025115888,0.055034635,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.334202295,-0.02323788,0.060997619,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.332388697,-0.02126381,0.066945859,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
-0.330479249,-0.019194202,0.072877636,1.08E-06,-0.114028592,0.063538668,3.096626887,0.218968082,1
