Input,Case3_HNoise,Case3_HPF(1),Case3_LPF(2),Case3_Kal(3),Case3_HPF_Kal(13),Case3_LPF_Kal(23),Case3_EKF(4),Case3_Label
0.328472053,0.392065315,0.498038533,0.18831085,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.326372473,0.360374993,0.247590256,0.194798479,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.324178777,0.264609506,-0.367571605,0.200114569,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.321891599,0.189736249,-0.786887117,0.203860563,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.319511599,0.201438222,-0.629815599,0.207028785,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.317039462,0.285726286,-0.045701539,0.211088819,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.314475902,0.361801649,0.423533467,0.216635118,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.311821657,0.356342853,0.341632338,0.222839218,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.309077493,0.270918161,-0.220903344,0.228210195,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.306244202,0.180544696,-0.751630783,0.231964194,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.3033226,0.16471906,-0.767302139,0.234743909,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.300313531,0.234329563,-0.258159011,0.238026508,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.29721786,0.321646613,0.303097076,0.242764372,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.294036483,0.34259407,0.395905601,0.248508334,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.290770315,0.274049554,-0.069550706,0.253819513,0.356567827,0.266978747,0.057475666,0.3605507,23234
0.287420298,0.175104168,-0.669766977,0.25759111,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.283987399,0.132735547,-0.85728336,0.260064902,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.280472608,0.181842168,-0.46401581,0.262607885,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.276876938,0.273159024,0.144209451,0.266454414,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.273201426,0.318552829,0.40399611,0.271570312,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.269447131,0.272052562,0.072362941,0.276683283,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.265615137,0.17211623,-0.549859181,0.280451665,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.261706549,0.106273994,-0.894608628,0.28269698,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.257722493,0.130654598,-0.648865104,0.284567077,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.253664119,0.218382128,-0.042437922,0.287479879,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.249532597,0.284286894,0.363320731,0.291818848,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.245329117,0.263211347,0.191621505,0.296579547,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.241054893,0.169916951,-0.403342642,0.300292255,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.236711157,0.085513885,-0.878159685,0.302372382,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.232299162,0.082890071,-0.799808003,0.303657126,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.227820179,0.159699707,-0.243773446,0.30563496,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.2232755,0.240521364,0.275353006,0.309076369,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.218666436,0.24620148,0.276988785,0.313324724,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.213994316,0.166629181,-0.243593914,0.316899258,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.209260488,0.070033581,-0.810920479,0.31885578,0.265835998,-0.201394115,0.157533388,0.392884961,23234
0.204466315,0.04025567,-0.906462145,0.319654081,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.199613182,0.099666726,-0.445368058,0.320734557,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.194702486,0.188601712,0.145524099,0.323193286,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.189735645,0.220216487,0.320121544,0.326773695,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.184714091,0.160333376,-0.084847602,0.330101879,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.179639271,0.058865436,-0.699722113,0.331949205,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.174512649,0.003928111,-0.961771712,0.332361385,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.169335704,0.040827785,-0.63256795,0.332615948,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.164109928,0.130408806,-0.017193502,0.334047204,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.158836828,0.185054519,0.316250135,0.336819036,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.153517925,0.149243128,0.058953209,0.3397738,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.148154753,0.050595706,-0.554683379,0.341496255,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.142748858,-0.025516966,-0.962554557,0.341614355,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.137301798,-0.014462365,-0.791647302,0.341140956,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.131815146,0.068232474,-0.200986516,0.34154228,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.126290482,0.141157985,0.264572279,0.343389575,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.120729401,0.131871206,0.175281115,0.345833646,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.115133505,0.043501057,-0.388391626,0.347385355,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.109504408,-0.048126812,-0.909743003,0.347284506,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.103843735,-0.064202213,-0.910889374,0.346198578,0.153045834,-0.55392813,0.238593735,0.370826545,23234
0.098153116,0.004613424,-0.392129998,0.345608878,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.092434193,0.089602783,0.168328496,0.346448499,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.086688615,0.107172614,0.254033438,0.348244322,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.080918039,0.035710558,-0.214889338,0.349551915,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.075124129,-0.064542981,-0.808299249,0.349283479,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.069308555,-0.106878004,-0.981509941,0.34770793,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.063472996,-0.05783412,-0.576071159,0.346203652,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.057619133,0.0320377,0.034553052,0.345991242,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.051748654,0.074653032,0.288345672,0.347011339,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.045863253,0.025379979,-0.048547264,0.347979279,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.039964627,-0.07592489,-0.666812257,0.347566307,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.034054476,-0.141558922,-0.998349627,0.345621354,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.028134505,-0.116605222,-0.738581645,0.343310083,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.022206421,-0.02942143,-0.126479821,0.342043365,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.016271933,0.034433723,0.275144436,0.342180334,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.010332753,0.010864277,0.097086053,0.342698433,0.078829629,-0.473029064,0.292101307,0.337303952,23234
0.004390593,-0.083831873,-0.496808287,0.342133811,0.078829629,-0.473029064,0.292101307,0.337303952,23234
-0.001552833,-0.16794564,-0.960280065,0.339927459,0.078829629,-0.473029064,0.292101307,0.337303952,23234
-0.007495811,-0.169478154,-0.866886557,0.336939478,0.078829629,-0.473029064,0.292101307,0.337303952,23234
-0.013436627,-0.092334659,-0.302070407,0.334658637,0.078829629,-0.473029064,0.292101307,0.337303952,23234
-0.019373569,-0.012732512,0.21539583,0.333833974,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.025304924,-0.009125772,0.210366629,0.333786517,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.031228982,-0.090073382,-0.311830076,0.333033948,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.037144034,-0.186368603,-0.870291569,0.330653874,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.294035713,-0.214665867,-0.950680328,0.327132341,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.290769525,-0.154106812,-0.478103821,0.323917452,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.287419489,-0.065495876,0.114029357,0.322088508,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.28398657,-0.035395499,0.28248304,0.321364242,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.280471759,-0.096539546,-0.126358021,0.320361981,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.27687607,-0.197736484,-0.73525537,0.317869461,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.273200539,-0.250933191,-0.982948533,0.313959992,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.269446226,-0.212169154,-0.640175725,0.309925694,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.265614214,-0.121992133,-0.020456519,0.307090197,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.261705607,-0.068177326,0.308156132,0.305592385,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.257721533,-0.105025847,0.04534067,0.30425942,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.253663142,-0.203439148,-0.565379336,0.30168578,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.249531602,-0.277670706,-0.96053018,0.297526246,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.245328106,-0.264159619,-0.774743717,0.29281408,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.241053865,-0.179966853,-0.176675748,0.28901185,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.236710112,-0.107088131,0.286054725,0.286667581,0.033048559,-0.128816617,0.31296764,0.300370379,23234
-0.2322981,-0.11706612,0.190343238,0.284911753,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.227819102,-0.205213126,-0.373400516,0.282257607,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.223274407,-0.29491964,-0.884375633,0.277968957,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.218665328,-0.308087496,-0.870212673,0.272737952,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.213993194,-0.236931695,-0.341268684,0.268049657,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.20925935,-0.151136657,0.218894249,0.264817647,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.204465164,-0.133787453,0.298092962,0.262545051,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.199612016,-0.204980563,-0.173578761,0.259782374,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.194701307,-0.303346069,-0.759479577,0.255461175,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.189734453,-0.342469698,-0.917867483,0.249877428,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.184712886,-0.290340542,-0.499975798,0.244420466,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.179638054,-0.198780604,0.113210528,0.240296711,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.17451142,-0.155798758,0.361229792,0.237421601,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.169334463,-0.204674696,0.01942849,0.234498444,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.164108675,-0.304166692,-0.594494259,0.230211736,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.158835564,-0.366427991,-0.912578813,0.224437777,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.15351665,-0.337771661,-0.638785497,0.218359577,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.148153468,-0.248029091,-0.021173155,0.213380388,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.142747562,-0.18312214,0.376163956,0.20983477,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.137300493,-0.206065994,0.191720742,0.206682222,-0.042008781,0.030763311,0.298939697,0.227249436,23234
-0.131813832,-0.29903233,-0.401053706,0.20246505,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.126289159,-0.379739655,-0.853225525,0.196649825,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.120728069,-0.377101607,-0.745064476,0.190119085,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.115132165,-0.296582533,-0.171943147,0.18436122,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.109503061,-0.215172716,0.343346991,0.180103357,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.10384238,-0.21060301,0.33124646,0.176644159,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.098151754,-0.28987862,-0.192862615,0.172499962,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.092432824,-0.38283774,-0.742799992,0.166770194,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.08668724,-0.40665721,-0.808580426,0.159966714,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.080916658,-0.341998982,-0.325293013,0.153544586,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.075122743,-0.250788697,0.267218743,0.148565679,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.069307165,-0.219280819,0.428745729,0.14472379,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.063471601,-0.278755988,0.015377675,0.140627573,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.057617733,-0.376761079,-0.588187728,0.135081155,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.051747251,-0.425333717,-0.822335454,0.128185048,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.045861847,-0.381873864,-0.467041974,0.121245179,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.039963217,-0.288309504,0.155834763,0.11557368,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.034053064,-0.232547677,0.478468655,0.111283981,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.028133091,-0.267652612,0.209120752,0.107187992,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.022205005,-0.363058197,-0.39963871,0.10188991,-0.170520556,-0.185145198,0.250702373,0.091843651,23234
-0.016270516,-0.432669834,-0.783143638,0.095071002,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
-0.010331335,-0.414018942,-0.583784924,0.08778414,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
-0.004389174,-0.325695846,0.020203948,0.081487304,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.001554251,-0.250257497,0.478612485,0.076704631,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.007497229,-0.258324606,0.375112707,0.072546044,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.013438045,-0.343652921,-0.189972309,0.06752711,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.019374985,-0.428873826,-0.69190649,0.060935352,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.025306339,-0.436626379,-0.663982197,0.053486832,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.031230395,-0.360682317,-0.12661058,0.046669349,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.037145445,-0.271672037,0.43144282,0.041376108,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.043049784,-0.252147097,0.50242533,0.037086063,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.048941708,-0.320682491,0.026421075,0.032344516,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.05481952,-0.414798705,-0.553564181,0.026102118,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.060681523,-0.448404939,-0.698902042,0.018681195,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.066526028,-0.390950467,-0.270555498,0.011480964,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.072351349,-0.295512732,0.343089529,0.005692665,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.078155806,-0.249998118,0.583302841,0.001205904,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.083937726,-0.296321177,0.234702364,-0.003288282,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.089695441,-0.391868566,-0.37672615,-0.009092407,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.095427291,-0.448677564,-0.683340496,-0.016303442,-0.301595195,-0.484144418,0.172886687,-0.081531036,23234
0.101131622,-0.414308625,-0.397731229,-0.023722091,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.106806791,-0.320058116,0.223033829,-0.029953857,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.112451161,-0.252184668,0.613754967,-0.034689568,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.118063103,-0.272603504,0.420740999,-0.038988066,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.123640999,-0.361962007,-0.173010287,-0.044301153,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.129183242,-0.437432594,-0.616061051,-0.05113725,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.134688233,-0.428864211,-0.495524404,-0.058592405,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.140154384,-0.343279102,0.083327687,-0.065179828,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.145580119,-0.258416846,0.593849361,-0.070195292,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.150963874,-0.25126121,0.572215042,-0.074363054,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.156304096,-0.327261936,0.04385693,-0.079168434,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.161599245,-0.415324595,-0.499918841,-0.085490691,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.166847794,-0.433174828,-0.553638392,-0.092793103,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.17204823,-0.363001394,-0.062392052,-0.09961491,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.177199053,-0.267832142,0.527680358,-0.104912813,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.182298778,-0.23358693,0.679566827,-0.109018669,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.187345934,-0.290083757,0.259107934,-0.113332887,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.192339066,-0.383624715,-0.341659178,-0.119035403,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.197276733,-0.4263661,-0.564939521,-0.125999368,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.202157513,-0.377082046,-0.200015976,-0.1329063,-0.35795191,-0.440937823,0.074582298,-0.231424895,23234
0.206979997,-0.279067946,0.423016795,-0.13845682,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.211742795,-0.220335453,0.736738297,-0.142563843,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.216444533,-0.252695576,0.458084432,-0.146431193,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.221083856,-0.34412451,-0.151406221,-0.15144538,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.225659426,-0.408206828,-0.526051314,-0.157899422,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.230169924,-0.383586106,-0.316112003,-0.164722032,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.234614048,-0.290376441,0.290657245,-0.170461153,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.238990517,-0.211670368,0.741627723,-0.174617582,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.243298069,-0.21714472,0.627379265,-0.178102557,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.247535463,-0.299000841,0.058117752,-0.182398604,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.251701475,-0.379135433,-0.437649149,-0.18819516,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.255794906,-0.380949189,-0.399020982,-0.194753366,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.259814573,-0.299772684,0.143544277,-0.200584052,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.263759319,-0.207160291,0.696231686,-0.204815559,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.267628005,-0.185104305,0.755879068,-0.207993846,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.271419517,-0.250652518,0.272580563,-0.21157926,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.27513276,-0.340235488,-0.304431578,-0.216602631,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.278766664,-0.368112943,-0.439810463,-0.222716291,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.282320181,-0.305203967,-0.004291418,-0.228512479,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.285792287,-0.205824855,0.60646128,-0.232816422,-0.318509928,-0.008960514,-0.031937261,-0.315598272,23234
0.289181979,-0.157751976,0.835624951,-0.235765213,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.292488281,-0.201521623,0.477157356,-0.23868059,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.29571024,-0.293162184,-0.134770359,-0.242852573,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.298846925,-0.344622519,-0.433010396,-0.24835228,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.301897433,-0.304726864,-0.13887269,-0.253965416,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.304860884,-0.206226708,0.481647439,-0.258307581,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.307736424,-0.135690357,0.862422877,-0.261095993,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.310523222,-0.153913585,0.657688112,-0.263408406,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.313220476,-0.240025449,0.059933205,-0.266691179,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.315827408,-0.310678122,-0.37707191,-0.271428468,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.318343266,-0.296677711,-0.247412162,-0.276696088,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.320767324,-0.206602018,0.333775022,-0.281010213,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.323098883,-0.118915393,0.836155362,-0.28369063,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.325337272,-0.109830221,0.801783461,-0.285485177,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.327481845,-0.183238883,0.266134553,-0.287881259,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.329531982,-0.267136401,-0.274512376,-0.291737427,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.331487094,-0.279822787,-0.319352303,-0.296493149,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.333346616,-0.205018948,0.176506931,-0.300683301,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.335110012,-0.106834946,0.760769919,-0.303284355,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.336776773,-0.07082884,0.899790959,-0.30465459,-0.238130952,0.413332219,-0.133851237,-0.345602285,23234
0.338346419,-0.125346366,0.46920444,-0.306203902,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.339818498,-0.215461368,-0.131734986,-0.309096778,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.341192584,-0.253476036,-0.347226263,-0.313180929,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.342468282,-0.199551268,0.02407619,-0.317126579,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.343645223,-0.098335965,0.643945352,-0.319648355,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.344723069,-0.03791846,0.945545052,-0.320686381,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.345701508,-0.068839942,0.654575651,-0.321460671,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.346580259,-0.157628564,0.041462999,-0.323348831,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.347359067,-0.217574761,-0.327270683,-0.326618891,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.348037709,-0.188453086,-0.109865533,-0.330182301,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.348615988,-0.091894682,0.496462712,-0.332594184,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349093738,-0.011501195,0.936841195,-0.333381226,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349470821,-0.015983294,0.808886733,-0.333476331,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349747128,-0.095989902,0.232654342,-0.334360438,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.34992258,-0.172707041,-0.259741486,-0.336700499,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349997127,-0.170320554,-0.213351068,-0.339735862,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349970745,-0.085720816,0.331331187,-0.341977207,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349843444,0.008636763,0.875596524,-0.342575446,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.34961526,0.031345371,0.92103178,-0.342102022,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.349286259,-0.033109698,0.427757571,-0.342023202,-0.181738659,0.441268329,-0.220027569,-0.360421429,23234
0.348856535,-0.120088444,-0.148907329,-0.343351702,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.348326212,-0.144227428,-0.27706449,-0.345715328,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.347695444,-0.077924081,0.162738714,-0.347698926,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.346964412,0.02328406,0.767684445,-0.348145248,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.346133328,0.071778747,0.98303282,-0.34721873,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.34520243,0.028415266,0.612146784,-0.346254143,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.344171987,-0.061489664,-0.002721078,-0.346529272,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.343042297,-0.109823441,-0.295094353,-0.348090014,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.341813685,-0.066689475,0.004911061,-0.349708094,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.340486505,0.033716542,0.622456444,-0.350010276,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.33906114,0.104544425,0.990665425,-0.348740876,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.337538002,0.08613758,0.771807243,-0.346996832,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.335917528,0.000879424,0.167804621,-0.346219203,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.334200188,-0.067387397,-0.265413256,-0.346868313,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.332386475,-0.050447126,-0.129029647,-0.348000605,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.330476913,0.041570283,0.451989322,-0.348136244,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.328472053,0.129501025,0.943787816,-0.346619794,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
0.326372473,0.137928716,0.89444479,-0.34422298,-0.150913552,0.1461805,-0.281689636,-0.371830162,23234
